branch,cutoff_date,area,region,first_date_disbursement,active_borrowers,active_agent,deliquency_rate,outstanding,weekly_disbursement,weekly_new_borrower_per_bp
POINTID_40,2018-02-17,AREAID_14,REGION_JR2,2017-08-26,942,8,0%,2200,65,5
POINTID_38,2018-02-17,AREAID_1,REGION_JH,2017-08-12,980,4,0%,2200,130,11
POINTID_25,2018-02-17,AREAID_20,REGION_JH,2017-06-10,595,5,0%,1250,80,10
POINTID_58,2018-02-17,AREAID_7,REGIONID_N,2018-01-13,93,2,0%,250,75,13
POINTID_23,2018-02-17,AREAID_7,REGIONID_N,2017-05-06,1130,6,0%,2700,105,4
POINTID_24,2018-02-17,AREAID_20,REGION_JH,2017-06-10,639,4,0%,1250,110,14
POINTID_28,2018-02-17,AREAID_20,REGION_JH,2017-06-03,555,5,0%,1000,45,9
POINTID_9,2018-02-17,AREAID_31,REGIONID_JT,2016-09-17,1637,8,0%-1%,3250,65,7
POINTID_52,2018-02-17,AREAID_29,REGION_JH,2017-09-09,930,8,0%,2100,90,8
POINTID_19,2018-02-17,AREAID_7,REGIONID_N,2017-04-15,1293,6,0%,3150,145,11
POINTID_49,2018-02-17,AREAID_21,REGION_JR1,2017-09-16,832,8,0%,2100,170,15
POINTID_53,2018-02-17,AREAID_24,REGIONID_JT,2017-11-11,512,2,0%,1300,90,16
POINTID_45,2018-02-17,AREAID_21,REGION_JR1,2017-09-16,1106,8,0%,2750,230,17
POINTID_43,2018-02-17,AREAID_29,REGION_JH,2017-09-09,892,5,0%,2150,180,16
POINTID_16,2018-02-17,AREAID_8,REGIONID_JT,2017-03-25,2645,11,0%,7050,310,4
POINTID_37,2018-02-17,AREAID_1,REGION_JH,2017-08-05,1059,7,0%,2350,195,17
POINTID_54,2018-02-17,AREAID_24,REGIONID_JT,2017-11-11,633,4,0%,1650,125,21
POINTID_35,2018-02-17,AREAID_1,REGION_JH,2017-07-29,1139,7,0%-1%,2450,285,12
POINTID_46,2018-02-17,AREAID_21,REGION_JR1,2017-09-16,828,6,0%,2000,100,11
POINTID_14,2018-02-17,AREAID_8,REGIONID_JT,2016-10-15,1184,6,0%-1%,3300,170,8
POINTID_36,2018-02-17,AREAID_1,REGION_JH,2017-08-12,860,6,0%-1%,1900,10,4
POINTID_50,2018-02-17,AREAID_29,REGION_JH,2017-09-09,663,8,0%,1600,85,9
POINTID_23,2018-02-10,AREAID_7,REGIONID_N,2017-05-06,1111,6,0%,2650,90,8
POINTID_22,2018-02-10,AREAID_7,REGIONID_N,2017-04-29,904,5,0%,2000,55,6
POINTID_39,2018-02-10,AREAID_14,REGION_JR2,2017-08-19,1215,6,0%,2950,110,8
POINTID_35,2018-02-10,AREAID_1,REGION_JH,2017-07-29,1093,5,0%-1%,2250,140,16
POINTID_44,2018-02-10,AREAID_29,REGION_JH,2017-09-09,920,9,0%,2100,135,13
POINTID_20,2018-02-10,AREAID_7,REGIONID_N,2017-04-22,1360,7,0%,3100,75,4
POINTID_36,2018-02-10,AREAID_1,REGION_JH,2017-08-12,857,6,0%-1%,1950,70,8
POINTID_37,2018-02-10,AREAID_1,REGION_JH,2017-08-05,991,6,0%,2200,115,11
POINTID_52,2018-02-10,AREAID_29,REGION_JH,2017-09-09,899,7,0%,2050,75,13
POINTID_56,2018-02-10,AREAID_24,REGIONID_JT,2017-11-11,489,3,0%,1250,110,18
POINTID_54,2018-02-10,AREAID_24,REGIONID_JT,2017-11-11,591,3,0%,1550,175,29
POINTID_57,2018-02-10,AREAID_24,REGIONID_JT,2017-11-11,464,5,0%,1250,120,20
POINTID_12,2018-02-10,AREAID_30,REGIONID_JT,2016-10-08,1236,7,0%,2800,95,8
POINTID_17,2018-02-10,AREAID_8,REGIONID_JT,2017-03-25,2765,11,0%,6150,175,10
POINTID_41,2018-02-10,AREAID_27,REGION_JR1,2017-08-19,658,4,0%,1700,145,14
POINTID_43,2018-02-10,AREAID_29,REGION_JH,2017-09-09,830,4,0%,2050,100,12
POINTID_38,2018-02-10,AREAID_1,REGION_JH,2017-08-12,936,6,0%,2150,95,11
POINTID_29,2018-02-10,AREAID_14,REGION_JR2,2017-07-29,1233,6,0%,2900,105,9
POINTID_25,2018-02-10,AREAID_20,REGION_JH,2017-06-10,565,6,0%,1200,30,4
POINTID_50,2018-02-10,AREAID_29,REGION_JH,2017-09-09,637,7,0%,1550,80,9
POINTID_49,2018-02-10,AREAID_21,REGION_JR1,2017-09-16,774,8,0%,1950,165,14
POINTID_55,2018-02-10,AREAID_24,REGIONID_JT,2017-11-04,528,3,0%,1350,85,15
POINTID_15,2018-02-10,AREAID_8,REGIONID_JT,2016-11-12,1380,7,0%-1%,3650,205,7
POINTID_24,2018-02-10,AREAID_20,REGION_JH,2017-06-10,597,4,0%,1150,70,9
POINTID_47,2018-02-10,AREAID_21,REGION_JR1,2017-09-16,943,7,0%,2300,160,11
POINTID_42,2018-02-10,AREAID_27,REGION_JR1,2017-09-09,755,5,0%,1650,130,17
POINTID_46,2018-02-10,AREAID_21,REGION_JR1,2017-09-16,795,7,0%,1950,100,7
POINTID_33,2018-02-10,AREAID_27,REGION_JR1,2017-07-22,689,4,0%,1850,195,7
POINTID_10,2018-02-10,AREAID_8,REGIONID_JT,2016-09-10,1072,8,0%-1%,2650,125,8
POINTID_9,2018-02-10,AREAID_31,REGIONID_JT,2016-09-17,1620,9,0%-1%,3250,105,6
POINTID_14,2018-02-10,AREAID_8,REGIONID_JT,2016-10-15,1149,7,0%-1%,3200,230,3
POINTID_58,2018-02-10,AREAID_7,REGIONID_N,2018-01-13,68,1,0%,150,10,2
POINTID_30,2018-02-10,AREAID_14,REGION_JR2,2017-07-29,1225,9,0%,2950,110,7
POINTID_31,2018-02-10,AREAID_14,REGION_JR2,2017-07-29,1106,6,0%,2850,225,16
POINTID_16,2018-02-10,AREAID_8,REGIONID_JT,2017-03-25,2620,10,0%,7000,515,9
POINTID_19,2018-02-10,AREAID_7,REGIONID_N,2017-04-15,1252,7,0%,3100,210,8
POINTID_40,2018-02-10,AREAID_14,REGION_JR2,2017-08-26,923,8,0%,2200,70,6
POINTID_28,2018-02-10,AREAID_20,REGION_JH,2017-06-03,538,5,0%,1000,55,11
POINTID_32,2018-02-10,AREAID_27,REGION_JR1,2017-07-22,897,5,0%,2350,165,12
POINTID_48,2018-02-10,AREAID_21,REGION_JR1,2017-09-09,758,5,0%,1950,65,6
POINTID_51,2018-02-10,AREAID_29,REGION_JH,2017-09-09,773,5,0%,1850,35,4
POINTID_34,2018-02-10,AREAID_27,REGION_JR1,2017-07-15,925,4,0%,2150,90,14
POINTID_53,2018-02-10,AREAID_24,REGIONID_JT,2017-11-11,482,2,0%,1250,50,18
POINTID_8,2018-02-10,AREAID_30,REGIONID_JT,2016-09-03,1418,8,0%,2800,175,9
POINTID_45,2018-02-10,AREAID_21,REGION_JR1,2017-09-16,1024,9,0%,2550,185,16
POINTID_22,2018-02-03,AREAID_7,REGIONID_N,2017-04-29,888,6,0%,2000,70,8
POINTID_35,2018-02-03,AREAID_1,REGION_JH,2017-07-29,1046,5,0%-1%,2150,105,7
POINTID_39,2018-02-03,AREAID_14,REGION_JR2,2017-08-19,1188,7,0%,2950,245,15
POINTID_42,2018-02-03,AREAID_27,REGION_JR1,2017-09-09,707,4,0%,1550,85,11
POINTID_44,2018-02-03,AREAID_29,REGION_JH,2017-09-09,870,6,0%,2000,105,13
POINTID_47,2018-02-03,AREAID_21,REGION_JR1,2017-09-16,889,7,0%,2150,315,22
POINTID_20,2018-02-03,AREAID_7,REGIONID_N,2017-04-22,1350,7,0%,3150,155,10
POINTID_49,2018-02-03,AREAID_21,REGION_JR1,2017-09-16,721,7,0%,1850,85,9
POINTID_48,2018-02-03,AREAID_21,REGION_JR1,2017-09-09,741,6,0%,1900,230,23
POINTID_9,2018-02-03,AREAID_31,REGIONID_JT,2016-09-17,1590,9,0%-1%,3250,150,10
POINTID_10,2018-02-03,AREAID_8,REGIONID_JT,2016-09-10,1037,8,0%-1%,2600,60,5
POINTID_25,2018-02-03,AREAID_20,REGION_JH,2017-06-10,554,7,0%,1200,55,7
POINTID_52,2018-02-03,AREAID_29,REGION_JH,2017-09-09,873,7,0%,2050,55,7
POINTID_8,2018-02-03,AREAID_30,REGIONID_JT,2016-09-03,1371,9,0%,2750,100,6
POINTID_45,2018-02-03,AREAID_21,REGION_JR1,2017-09-16,961,9,0%,2450,195,13
POINTID_12,2018-02-03,AREAID_30,REGIONID_JT,2016-10-08,1208,8,0%,2800,75,5
POINTID_31,2018-02-03,AREAID_14,REGION_JR2,2017-07-29,1042,6,0%,2700,135,10
POINTID_46,2018-02-03,AREAID_21,REGION_JR1,2017-09-16,770,7,0%,1900,170,19
POINTID_19,2018-02-03,AREAID_7,REGIONID_N,2017-04-15,1220,5,0%,3000,200,7
POINTID_40,2018-02-03,AREAID_14,REGION_JR2,2017-08-26,899,8,0%,2200,180,16
POINTID_54,2018-02-03,AREAID_24,REGIONID_JT,2017-11-11,534,3,0%,1400,165,27
POINTID_53,2018-02-03,AREAID_24,REGIONID_JT,2017-11-11,464,2,0%,1200,115,20
POINTID_50,2018-02-03,AREAID_29,REGION_JH,2017-09-09,610,7,0%,1500,95,10
POINTID_55,2018-02-03,AREAID_24,REGIONID_JT,2017-11-04,499,4,0%,1300,140,24
POINTID_28,2018-02-03,AREAID_20,REGION_JH,2017-06-03,517,5,0%,950,45,6
POINTID_33,2018-02-03,AREAID_27,REGION_JR1,2017-07-22,665,4,0%,1700,60,5
POINTID_16,2018-02-03,AREAID_8,REGIONID_JT,2017-03-25,2552,10,0%,6700,135,6
POINTID_56,2018-02-03,AREAID_24,REGIONID_JT,2017-11-11,452,4,0%,1200,185,31
POINTID_34,2018-02-03,AREAID_27,REGION_JR1,2017-07-15,898,4,0%,2100,145,15
POINTID_36,2018-02-03,AREAID_1,REGION_JH,2017-08-12,835,6,0%,1900,270,32
POINTID_32,2018-02-03,AREAID_27,REGION_JR1,2017-07-22,851,5,0%,2250,90,6
POINTID_58,2018-02-03,AREAID_7,REGIONID_N,2018-01-13,64,3,0%,150,25,8
POINTID_17,2018-02-03,AREAID_8,REGIONID_JT,2017-03-25,2719,12,0%,6150,320,11
POINTID_30,2018-02-03,AREAID_14,REGION_JR2,2017-07-29,1198,8,0%,2950,255,19
POINTID_29,2018-02-03,AREAID_14,REGION_JR2,2017-07-29,1200,6,0%,2850,150,11
POINTID_37,2018-02-03,AREAID_1,REGION_JH,2017-08-05,950,7,0%,2150,135,13
POINTID_38,2018-02-03,AREAID_1,REGION_JH,2017-08-12,905,6,0%,2100,85,10
POINTID_57,2018-02-03,AREAID_24,REGIONID_JT,2017-11-11,425,4,0%,1150,95,16
POINTID_15,2018-02-03,AREAID_8,REGIONID_JT,2016-11-12,1354,7,0%-1%,3550,120,4
POINTID_24,2018-02-03,AREAID_20,REGION_JH,2017-06-10,571,5,0%,1150,115,12
POINTID_23,2018-02-03,AREAID_7,REGIONID_N,2017-05-06,1083,6,0%,2650,110,9
POINTID_14,2018-02-03,AREAID_8,REGIONID_JT,2016-10-15,1136,6,0%-1%,3150,230,6
POINTID_51,2018-02-03,AREAID_29,REGION_JH,2017-09-09,762,7,0%,1900,110,10
POINTID_43,2018-02-03,AREAID_29,REGION_JH,2017-09-09,795,5,0%,1950,110,14
POINTID_41,2018-02-03,AREAID_27,REGION_JR1,2017-08-19,618,4,0%,1550,150,14
POINTID_15,2018-01-27,AREAID_8,REGIONID_JT,2016-11-12,1341,7,0%-1%,3550,255,4
POINTID_46,2018-01-27,AREAID_21,REGION_JR1,2017-09-16,713,6,0%,1750,195,22
POINTID_44,2018-01-27,AREAID_29,REGION_JH,2017-09-09,832,7,0%,1950,55,8
POINTID_22,2018-01-27,AREAID_7,REGIONID_N,2017-04-29,864,5,0%,2000,65,8
POINTID_24,2018-01-27,AREAID_20,REGION_JH,2017-06-10,538,4,0%,1050,30,7
POINTID_51,2018-01-27,AREAID_29,REGION_JH,2017-09-09,725,6,0%,1800,135,15
POINTID_10,2018-01-27,AREAID_8,REGIONID_JT,2016-09-10,1026,8,0%-1%,2650,120,4
POINTID_38,2018-01-27,AREAID_1,REGION_JH,2017-08-12,876,5,0%,2050,160,17
POINTID_57,2018-01-27,AREAID_24,REGIONID_JT,2017-11-11,393,5,0%,1100,105,18
POINTID_30,2018-01-27,AREAID_14,REGION_JR2,2017-07-29,1124,7,0%,2750,180,21
POINTID_31,2018-01-27,AREAID_14,REGION_JR2,2017-07-29,1004,7,0%,2650,150,12
POINTID_23,2018-01-27,AREAID_7,REGIONID_N,2017-05-06,1048,8,0%,2650,150,8
POINTID_39,2018-01-27,AREAID_14,REGION_JR2,2017-08-19,1128,7,0%,2800,165,11
POINTID_28,2018-01-27,AREAID_20,REGION_JH,2017-06-03,500,6,0%,950,90,12
POINTID_25,2018-01-27,AREAID_20,REGION_JH,2017-06-10,534,7,0%,1150,120,15
POINTID_37,2018-01-27,AREAID_1,REGION_JH,2017-08-05,899,7,0%,2100,170,16
POINTID_52,2018-01-27,AREAID_29,REGION_JH,2017-09-09,853,8,0%,2000,110,13
POINTID_19,2018-01-27,AREAID_7,REGIONID_N,2017-04-15,1194,6,0%,2950,165,8
POINTID_56,2018-01-27,AREAID_24,REGIONID_JT,2017-11-11,390,4,0%,1050,195,33
POINTID_48,2018-01-27,AREAID_21,REGION_JR1,2017-09-09,673,5,0%,1700,45,8
POINTID_55,2018-01-27,AREAID_24,REGIONID_JT,2017-11-04,451,3,0%,1200,165,19
POINTID_33,2018-01-27,AREAID_27,REGION_JR1,2017-07-22,648,4,0%,1700,130,7
POINTID_16,2018-01-27,AREAID_8,REGIONID_JT,2017-03-25,2517,11,0%,6750,345,6
POINTID_40,2018-01-27,AREAID_14,REGION_JR2,2017-08-26,838,7,0%,2050,165,19
POINTID_54,2018-01-27,AREAID_24,REGIONID_JT,2017-11-11,480,3,0%,1250,145,25
POINTID_14,2018-01-27,AREAID_8,REGIONID_JT,2016-10-15,1114,7,0%-1%,3050,110,2
POINTID_20,2018-01-27,AREAID_7,REGIONID_N,2017-04-22,1310,6,0%,3050,140,3
POINTID_49,2018-01-27,AREAID_21,REGION_JR1,2017-09-16,694,7,0%,1800,235,26
POINTID_32,2018-01-27,AREAID_27,REGION_JR1,2017-07-22,829,5,0%,2200,200,11
POINTID_50,2018-01-27,AREAID_29,REGION_JH,2017-09-09,580,6,0%,1450,90,11
POINTID_53,2018-01-27,AREAID_24,REGIONID_JT,2017-11-11,425,2,0%,1100,150,26
POINTID_45,2018-01-27,AREAID_21,REGION_JR1,2017-09-16,898,9,0%,2300,235,19
POINTID_41,2018-01-27,AREAID_27,REGION_JR1,2017-08-19,576,3,0%,1450,65,12
POINTID_43,2018-01-27,AREAID_29,REGION_JH,2017-09-09,756,5,0%,1900,115,13
POINTID_9,2018-01-27,AREAID_31,REGIONID_JT,2016-09-17,1548,8,0%-1%,3200,160,10
POINTID_29,2018-01-27,AREAID_14,REGION_JR2,2017-07-29,1157,7,0%,2750,205,17
POINTID_35,2018-01-27,AREAID_1,REGION_JH,2017-07-29,1021,6,0%,2150,230,21
POINTID_42,2018-01-27,AREAID_27,REGION_JR1,2017-09-09,678,6,0%,1500,70,9
POINTID_47,2018-01-27,AREAID_21,REGION_JR1,2017-09-16,783,6,0%,1900,65,5
POINTID_34,2018-01-27,AREAID_27,REGION_JR1,2017-07-15,854,4,0%,2000,145,14
POINTID_36,2018-01-27,AREAID_1,REGION_JH,2017-08-12,740,6,0%,1700,130,14
POINTID_58,2018-01-27,AREAID_7,REGIONID_N,2018-01-13,56,3,0%,150,120,40
POINTID_8,2018-01-27,AREAID_30,REGIONID_JT,2016-09-03,1355,9,0%,2700,255,6
POINTID_17,2018-01-27,AREAID_8,REGIONID_JT,2017-03-25,2656,12,0%,6050,190,10
POINTID_12,2018-01-27,AREAID_30,REGIONID_JT,2016-10-08,1197,7,0%,2800,215,13
POINTID_22,2018-01-20,AREAID_7,REGIONID_N,2017-04-29,848,6,0%,2000,75,4
POINTID_33,2018-01-20,AREAID_27,REGION_JR1,2017-07-22,623,4,0%,1600,190,14
POINTID_35,2018-01-20,AREAID_1,REGION_JH,2017-07-29,939,6,0%,1950,195,18
POINTID_47,2018-01-20,AREAID_21,REGION_JR1,2017-09-16,759,6,0%,1850,125,11
POINTID_46,2018-01-20,AREAID_21,REGION_JR1,2017-09-16,647,6,0%,1600,185,21
POINTID_28,2018-01-20,AREAID_20,REGION_JH,2017-06-03,466,6,0%,850,70,10
POINTID_14,2018-01-20,AREAID_8,REGIONID_JT,2016-10-15,1111,6,0%-1%,3050,195,6
POINTID_51,2018-01-20,AREAID_29,REGION_JH,2017-09-09,682,5,0%,1750,80,9
POINTID_36,2018-01-20,AREAID_1,REGION_JH,2017-08-12,698,5,0%,1600,120,13
POINTID_32,2018-01-20,AREAID_27,REGION_JR1,2017-07-22,798,5,0%,2100,180,18
POINTID_48,2018-01-20,AREAID_21,REGION_JR1,2017-09-09,658,5,0%,1700,75,9
POINTID_55,2018-01-20,AREAID_24,REGIONID_JT,2017-11-04,396,4,0%,1050,95,16
POINTID_9,2018-01-20,AREAID_31,REGIONID_JT,2016-09-17,1490,8,0%-1%,3150,100,9
POINTID_57,2018-01-20,AREAID_24,REGIONID_JT,2017-11-11,358,4,0%,1000,145,24
POINTID_25,2018-01-20,AREAID_20,REGION_JH,2017-06-10,491,7,0%,1050,85,10
POINTID_8,2018-01-20,AREAID_30,REGIONID_JT,2016-09-03,1353,9,0%,2600,90,17
POINTID_45,2018-01-20,AREAID_21,REGION_JR1,2017-09-16,823,9,0%,2100,295,24
POINTID_23,2018-01-20,AREAID_7,REGIONID_N,2017-05-06,1012,6,0%,2550,145,8
POINTID_44,2018-01-20,AREAID_29,REGION_JH,2017-09-09,810,7,0%,1950,30,11
POINTID_10,2018-01-20,AREAID_8,REGIONID_JT,2016-09-10,1017,8,0%-1%,2600,70,1
POINTID_16,2018-01-20,AREAID_8,REGIONID_JT,2017-03-25,2470,11,0%,6650,265,8
POINTID_19,2018-01-20,AREAID_7,REGIONID_N,2017-04-15,1157,6,0%,2850,215,12
POINTID_29,2018-01-20,AREAID_14,REGION_JR2,2017-07-29,1090,7,0%,2650,280,17
POINTID_37,2018-01-20,AREAID_1,REGION_JH,2017-08-05,837,7,0%,1950,150,13
POINTID_38,2018-01-20,AREAID_1,REGION_JH,2017-08-12,825,6,0%,1950,135,15
POINTID_52,2018-01-20,AREAID_29,REGION_JH,2017-09-09,815,6,0%,1950,85,10
POINTID_34,2018-01-20,AREAID_27,REGION_JR1,2017-07-15,813,4,0%,1950,105,14
POINTID_15,2018-01-20,AREAID_8,REGIONID_JT,2016-11-12,1317,7,0%-1%,3400,175,9
POINTID_54,2018-01-20,AREAID_24,REGIONID_JT,2017-11-11,430,3,0%,1150,105,18
POINTID_20,2018-01-20,AREAID_7,REGIONID_N,2017-04-22,1303,6,0%,3050,155,8
POINTID_50,2018-01-20,AREAID_29,REGION_JH,2017-09-09,549,5,0%,1400,55,6
POINTID_53,2018-01-20,AREAID_24,REGIONID_JT,2017-11-11,375,2,0%,1000,80,14
POINTID_43,2018-01-20,AREAID_29,REGION_JH,2017-09-09,718,4,0%,1850,135,15
POINTID_40,2018-01-20,AREAID_14,REGION_JR2,2017-08-26,782,7,0%,1950,145,13
POINTID_56,2018-01-20,AREAID_24,REGIONID_JT,2017-11-11,324,2,0%,850,90,16
POINTID_24,2018-01-20,AREAID_20,REGION_JH,2017-06-10,525,4,0%,1050,45,6
POINTID_39,2018-01-20,AREAID_14,REGION_JR2,2017-08-19,1086,5,0%,2700,180,16
POINTID_42,2018-01-20,AREAID_27,REGION_JR1,2017-09-09,653,5,0%,1450,70,10
POINTID_49,2018-01-20,AREAID_21,REGION_JR1,2017-09-16,617,7,0%,1600,85,10
POINTID_58,2018-01-20,AREAID_7,REGIONID_N,2018-01-13,16,1,0%,0,45,16
POINTID_12,2018-01-20,AREAID_30,REGIONID_JT,2016-10-08,1156,7,0%,2700,90,6
POINTID_17,2018-01-20,AREAID_8,REGIONID_JT,2017-03-25,2603,11,0%,6000,310,8
POINTID_41,2018-01-20,AREAID_27,REGION_JR1,2017-08-19,553,4,0%,1400,110,11
POINTID_30,2018-01-20,AREAID_14,REGION_JR2,2017-07-29,1066,8,0%,2650,125,10
POINTID_31,2018-01-20,AREAID_14,REGION_JR2,2017-07-29,957,7,0%,2550,215,17
POINTID_15,2018-01-13,AREAID_8,REGIONID_JT,2016-11-12,1307,8,0%-1%,3350,110,16
POINTID_23,2018-01-13,AREAID_7,REGIONID_N,2017-05-06,976,8,0%,2500,200,14
POINTID_24,2018-01-13,AREAID_20,REGION_JH,2017-06-10,507,3,0%,1050,0,
POINTID_32,2018-01-13,AREAID_27,REGION_JR1,2017-07-22,746,5,0%,1950,55,6
POINTID_34,2018-01-13,AREAID_27,REGION_JR1,2017-07-15,785,3,0%,1900,135,17
POINTID_16,2018-01-13,AREAID_8,REGIONID_JT,2017-03-25,2414,11,0%,6550,120,4
POINTID_25,2018-01-13,AREAID_20,REGION_JH,2017-06-10,465,5,0%,1000,40,4
POINTID_19,2018-01-13,AREAID_7,REGIONID_N,2017-04-15,1114,7,0%,2750,215,11
POINTID_38,2018-01-13,AREAID_1,REGION_JH,2017-08-12,781,4,0%,1850,25,9
POINTID_57,2018-01-13,AREAID_24,REGIONID_JT,2017-11-11,311,5,0%,850,45,8
POINTID_8,2018-01-13,AREAID_30,REGIONID_JT,2016-09-03,1330,9,0%,2600,5,0
POINTID_31,2018-01-13,AREAID_14,REGION_JR2,2017-07-29,891,6,0%,2400,110,9
POINTID_17,2018-01-13,AREAID_8,REGIONID_JT,2017-03-25,2558,10,0%,5900,95,1
POINTID_41,2018-01-13,AREAID_27,REGION_JR1,2017-08-19,523,4,0%,1350,125,9
POINTID_22,2018-01-13,AREAID_7,REGIONID_N,2017-04-29,840,6,0%,2000,80,5
POINTID_33,2018-01-13,AREAID_27,REGION_JR1,2017-07-22,567,4,0%,1450,60,5
POINTID_39,2018-01-13,AREAID_14,REGION_JR2,2017-08-19,1040,5,0%,2550,160,15
POINTID_35,2018-01-13,AREAID_1,REGION_JH,2017-07-29,869,5,0%,1800,20,4
POINTID_28,2018-01-13,AREAID_20,REGION_JH,2017-06-03,438,4,0%,850,40,7
POINTID_29,2018-01-13,AREAID_14,REGION_JR2,2017-07-29,1022,6,0%,2400,205,18
POINTID_37,2018-01-13,AREAID_1,REGION_JH,2017-08-05,786,6,0%,1850,15,3
POINTID_52,2018-01-13,AREAID_29,REGION_JH,2017-09-09,785,8,0%,1900,130,15
POINTID_50,2018-01-13,AREAID_29,REGION_JH,2017-09-09,531,6,0%,1350,65,7
POINTID_53,2018-01-13,AREAID_24,REGIONID_JT,2017-11-11,347,2,0%,950,20,4
POINTID_55,2018-01-13,AREAID_24,REGIONID_JT,2017-11-04,364,4,0%,950,95,17
POINTID_42,2018-01-13,AREAID_27,REGION_JR1,2017-09-09,624,4,0%,1400,70,8
POINTID_47,2018-01-13,AREAID_21,REGION_JR1,2017-09-16,717,6,0%,1800,75,13
POINTID_10,2018-01-13,AREAID_8,REGIONID_JT,2016-09-10,1017,8,0%-1%,2600,15,2
POINTID_9,2018-01-13,AREAID_31,REGIONID_JT,2016-09-17,1481,9,0%-1%,3100,35,6
POINTID_40,2018-01-13,AREAID_14,REGION_JR2,2017-08-26,732,8,0%,1850,145,13
POINTID_54,2018-01-13,AREAID_24,REGIONID_JT,2017-11-11,395,2,0%,1050,55,10
POINTID_56,2018-01-13,AREAID_24,REGIONID_JT,2017-11-11,293,2,0%,750,20,4
POINTID_14,2018-01-13,AREAID_8,REGIONID_JT,2016-10-15,1095,6,0%-1%,3000,165,4
POINTID_48,2018-01-13,AREAID_21,REGION_JR1,2017-09-09,633,5,0%,1700,20,4
POINTID_49,2018-01-13,AREAID_21,REGION_JR1,2017-09-16,587,6,0%,1550,150,17
POINTID_12,2018-01-13,AREAID_30,REGIONID_JT,2016-10-08,1155,7,0%,2700,135,4
POINTID_43,2018-01-13,AREAID_29,REGION_JH,2017-09-09,674,5,0%,1750,55,7
POINTID_45,2018-01-13,AREAID_21,REGION_JR1,2017-09-16,727,7,0%,1850,140,14
POINTID_46,2018-01-13,AREAID_21,REGION_JR1,2017-09-16,584,7,0%,1450,35,4
POINTID_44,2018-01-13,AREAID_29,REGION_JH,2017-09-09,799,6,0%,1950,40,8
POINTID_20,2018-01-13,AREAID_7,REGIONID_N,2017-04-22,1281,6,0%,3000,105,5
POINTID_36,2018-01-13,AREAID_1,REGION_JH,2017-08-12,659,3,0%,1500,0,
POINTID_51,2018-01-13,AREAID_29,REGION_JH,2017-09-09,657,5,0%,1700,100,11
POINTID_30,2018-01-13,AREAID_14,REGION_JR2,2017-07-29,1028,7,0%,2600,170,12
POINTID_22,2018-01-06,AREAID_7,REGIONID_N,2017-04-29,827,6,0%,2000,90,15
POINTID_42,2018-01-06,AREAID_27,REGION_JR1,2017-09-09,600,4,0%,1400,115,13
POINTID_51,2018-01-06,AREAID_29,REGION_JH,2017-09-09,624,6,0%,1600,105,12
POINTID_53,2018-01-06,AREAID_24,REGIONID_JT,2017-11-11,339,2,0%,900,135,23
POINTID_9,2018-01-06,AREAID_31,REGIONID_JT,2016-09-17,1473,9,0%-1%,3200,5,2
POINTID_29,2018-01-06,AREAID_14,REGION_JR2,2017-07-29,953,5,0%,2250,45,5
POINTID_38,2018-01-06,AREAID_1,REGION_JH,2017-08-12,772,5,0%,1850,25,4
POINTID_54,2018-01-06,AREAID_24,REGIONID_JT,2017-11-11,376,3,0%,1000,60,11
POINTID_12,2018-01-06,AREAID_30,REGIONID_JT,2016-10-08,1136,7,0%,2650,125,8
POINTID_30,2018-01-06,AREAID_14,REGION_JR2,2017-07-29,981,8,0%,2500,140,9
POINTID_31,2018-01-06,AREAID_14,REGION_JR2,2017-07-29,858,6,0%,2350,240,15
POINTID_16,2018-01-06,AREAID_8,REGIONID_JT,2017-03-25,2397,10,0%,6650,455,6
POINTID_37,2018-01-06,AREAID_1,REGION_JH,2017-08-05,781,7,0%,1900,50,6
POINTID_39,2018-01-06,AREAID_14,REGION_JR2,2017-08-19,995,5,0%,2450,70,5
POINTID_33,2018-01-06,AREAID_27,REGION_JR1,2017-07-22,553,4,0%,1450,145,11
POINTID_10,2018-01-06,AREAID_8,REGIONID_JT,2016-09-10,1028,8,0%-1%,2700,160,3
POINTID_56,2018-01-06,AREAID_24,REGIONID_JT,2017-11-11,286,2,0%,750,100,17
POINTID_52,2018-01-06,AREAID_29,REGION_JH,2017-09-09,741,7,0%,1850,155,18
POINTID_25,2018-01-06,AREAID_20,REGION_JH,2017-06-10,457,5,0%,1000,5,1
POINTID_14,2018-01-06,AREAID_8,REGIONID_JT,2016-10-15,1088,6,0%-1%,2950,140,3
POINTID_49,2018-01-06,AREAID_21,REGION_JR1,2017-09-16,537,7,0%,1450,100,15
POINTID_55,2018-01-06,AREAID_24,REGIONID_JT,2017-11-04,331,3,0%,900,95,17
POINTID_34,2018-01-06,AREAID_27,REGION_JR1,2017-07-15,751,3,0%,1800,120,14
POINTID_17,2018-01-06,AREAID_8,REGIONID_JT,2017-03-25,2557,10,0%,6000,285,2
POINTID_8,2018-01-06,AREAID_30,REGIONID_JT,2016-09-03,1333,8,0%,2650,150,2
POINTID_41,2018-01-06,AREAID_27,REGION_JR1,2017-08-19,487,4,0%,1250,110,9
POINTID_45,2018-01-06,AREAID_21,REGION_JR1,2017-09-16,685,7,0%,1750,120,10
POINTID_19,2018-01-06,AREAID_7,REGIONID_N,2017-04-15,1073,6,0%,2650,150,9
POINTID_40,2018-01-06,AREAID_14,REGION_JR2,2017-08-26,682,6,0%,1750,145,13
